667,73.985,72.97,79.988,17.552,41.325,34.595,93.708,34.804,44.467,49.105,86.748,94.64,72.16,3.343,92.574,59.809,56.513,7.497,44.121,91.541,42.505,31.878,20.036,7.821,71.35,18.979,72.541,77.967,38.706,19.264,96.559,18.102,30.16,37.012,17.271,73.027,45.291,83.075
989,79.913,57.089,43.743,31.727,88.512,17.46,74.893,13.203,18.037,65.253,81.504,56.069,2.222,49.771,55.545,43.671,23.385,70.272,26.622,85.451,48.856,92.712,72.076,88.899,83.318,57.578,24.037,45.149,22.556,98.486,58.454,92.323,90.518,12.618,40.108,78.818,29.323,58.113
191,55.21,71.922,10.332,89.527,44.38,41.593,98.972,66.819,90.141,86.713,81.297,83.565,26.838,35.249,64.166,74.451,5.405,16.382,35.228,14.616,7.11,20.597,53.43,9.487,71.754,44.936,67.432,4.354,53.484,70.366,96.28,97.596,66.111,42.267,15.695,69.445,92.912,77.047
187,11.941,68.716,43.633,20.505,97.623,11.72,82.823,64.307,84.312,52.232,24.327,97.077,81.272,1.135,24.241,22.456,1.938,99.514,13.052,21.534,39.129,95.985,83.839,0.6,75.867,95.719,41.532,44.403,6.624,29.883,61.093,50.975,85.074,57.16,34.797,62.076,11.539,40.522
981,47.197,60.6,58.954,35.207,14.848,27.035,28.71,29.396,91.346,20.216,86.368,55.126,96.822,18.625,8.573,74.82,39.537,23.948,42.644,30.493,43.555,83.289,51.807,97.183,82.653,74.16,86.633,63.576,30.179,20.19,63.981,34.542,65.091,18.218,46.982,96.468,87.057,64.819
97,74.522,15.456,14.85,96.578,6.907,59.621,34.393,84.631,29.237,22.127,29.71,57.246,71.11,81.427,55.104,4.875,89.805,46.162,74.687,40.78,25.588,17.132,35.319,17.978,59.257,2.999,98.606,8.185,9.236,29.757,84.728,14.491,21.684,98.874,88.689,0.227,75.739,96.214
621,42.25,60.075,7.62,87.291,48.372,36.493,56.271,42.181,69.268,6.606,18.394,54.677,86.15,38.665,13.422,52.285,60.617,27.5,9.964,28.292,35.009,32.622,57.107,43.326,49.525,61.232,96.199,63.754,80.643,21.606,53.417,35.973,71.357,53.36,29.853,47.091,5.564,77.81
496,79.994,31.954,12.519,45.543,96.461,76.515,54.103,64.124,77.121,88.325,31.028,40.633,58.757,37.012,53.044,28.941,55.727,72.997,29.558,65.17,43.468,49.729,18.868,11.048,16.39,14.35,91.568,66.61,77.13,37.838,65.729,51.971,64.735,61.991,55.398,93.372,81.166,37.122
438,4.721,62.217,26.972,71.658,67.035,52.047,37.824,7.005,60.759,98.009,3.023,27.144,25.555,81.751,93.725,31.729,47.829,41.983,39.878,80.355,97.823,94.49,27.002,73.74,99.896,3.636,83.928,44.23,78.961,84.614,11.351,54.778,78.092,6.866,0.802,84.837,8.451,77.3
985,29.494,29.382,85.373,73.14,93.131,99.984,59.49,81.404,2.453,4.08,95.583,30.57,36.28,65.545,7.127,83.178,35.002,55.414,91.458,98.411,54.29,70.621,83.451,56.405,63.114,15.881,28.166,86.745,81.229,61.136,83.873,34.981,80.147,48.928,68.501,30.182,98.094,78.492
528,53.188,31.168,52.178,33.395,55.706,68.446,58.472,29.411,21.25,31.349,66.831,88.574,42.374,33.585,88.743,63.736,38.683,55.927,97.001,46.574,99.596,74.186,99.51,18.612,17.649,41.595,50.22,55.506,7.046,26.873,98.698,45.785,81.775,16.673,90.704,5.055,2.677,7.497
515,25.569,60.307,76.95,64.57,81.288,79.431,83.507,79.05,26.868,56.283,23.807,65.404,94.7,75.438,22.342,17.571,18.794,6.529,9.027,91.221,1.652,64.611,72.149,76.371,32.777,33.735,6.894,68.254,64.048,16.462,98.887,40.924,72.597,77,51.782,5.64,88.035,2.427
745,92.119,19.98,87.417,8.178,62.228,88.454,9.241,33.69,83.232,5.044,84.628,1.262,78.706,83.725,78.508,88.192,51.831,94.078,97.57,8.861,2.697,33.71,18.968,31.808,99.106,97.229,89.782,81.58,78.914,89.235,16.725,39.603,33.781,3.549,44.56,55.71,17.229,23.22
925,55.062,84.992,25.2,96.149,46.682,75.268,63.131,62.183,14.908,21.421,50.92,96.863,51.759,69.051,78.576,39.188,56.294,41.873,40.375,85.037,44.855,87.626,95.508,97.825,90.467,44.659,70.38,37.864,34.714,21.998,73.805,24.831,51.54,52.299,58.983,3.662,51.777,7.655
395,9.194,11.202,94.515,43.18,32.695,39.382,3.571,89.958,2.048,73.998,4.609,87.349,41.877,62.208,69.766,11.679,75.461,82.497,25.083,25.159,55.963,69.317,70.711,20.088,8.79,2.117,4.202,38.261,28.65,58.589,95.963,48.838,83.432,88.082,90.145,22.291,15.368,70.36
246,22.216,66.909,13.135,31.527,31.679,90.624,59.229,85.264,8.481,70.562,18.574,0.117,12.097,10.708,11.106,45.464,77.116,62.916,77.114,41.774,47.477,20.69,4.689,94.973,27.978,17.991,10.11,77.616,47.297,22.328,82.007,76.943,73.509,1.969,86.039,95.727,30.791,73.047
437,39.019,58.444,29.957,92.413,98.058,46.606,21.435,39.647,25.668,46.801,65.809,31.266,51.434,84.014,87.539,37.469,91.397,90.689,24.767,52.158,98.721,21.114,27.165,58.913,51.94,94.806,32.177,75.04,6.065,78.971,42.946,33.911,99.184,70.69,10.448,47.427,71.2,93.671
489,65.529,52.631,90.458,83.283,87.581,58.153,88.452,76.455,19.875,43.498,84.233,75.542,44.81,46.305,6.231,98.285,39.922,13.19,87.948,69.376,44.667,50.634,93.234,55.744,46.674,85.989,19.759,53.504,54.26,61.376,90.066,6.969,18.053,16.229,12.104,39.686,89.134,19.901
868,93.086,15.471,36.027,86.212,99.029,17.647,52.466,43.238,62.437,7.633,10.946,63.508,23.977,63.95,74.845,66.999,70.491,54.318,28.225,7.841,86.578,2.505,15.625,31.664,40.848,27.39,9.523,2.726,60.266,69.87,58.836,40.026,19.96,6.536,32.703,36.43,29.639,86.289
203,6.911,89.498,58.542,50.155,87.568,3.579,97.255,14.177,45.557,59.008,85.722,85.749,93.231,2.29,35.897,71.647,81.338,94.794,29.768,24.462,89.881,9.183,23.699,22.709,41.497,73.911,66.395,9.806,30.509,6.209,37.911,80.275,79.531,95.596,51.066,68.316,58.669,89.993
380,5.555,48.367,56.271,40.888,98.575,78.994,13.757,57.543,89.045,10.299,9.343,91.352,3.561,0.973,78.964,75.032,8.343,50.588,42.47,21.387,48.074,4.824,53.862,26.992,6.485,36.137,14.569,20.453,48.309,52.297,2.947,66.597,73.87,15.689,23.853,54.154,58.183,64.997
655,45.036,1.736,93.887,21.159,97.059,56.765,67.806,87.104,54.925,20.381,78.355,36.756,63.676,25.121,21.477,91.941,27.009,49.851,39.354,56.699,3.069,47.038,33.269,11.039,0.349,13.582,82.595,28.139,70.53,12.683,43.374,76.068,65.551,54.307,72.024,84.47,16.111,90.725
194,87.922,83.58,81.556,80.047,77.926,57.368,39.906,50.565,31.82,11.657,40.266,39.418,16.705,80.583,89.888,22.981,43.297,87.072,1.3,57.502,27.805,74.377,61.88,3.109,65.956,10,88.83,24.386,33.154,62.699,98.852,88.137,27.109,22.984,80.17,9.506,3.811,70.723
702,89.085,54.705,78.908,9.613,64.605,56.776,36.581,29.668,96.709,24.959,48.639,75.999,92.461,10.944,97.883,14.835,33.581,3.155,60.552,54.378,91.647,76.977,1.377,25.504,54.487,22.973,1.668,47.093,59.672,16.058,45.683,55.763,14.959,30.42,76.023,38.501,68.853,97.656
572,69.793,69.306,60.275,68.443,37.018,13.43,83.064,18.712,45.85,77.881,63.157,48.718,10.436,68.137,52.493,16.13,83.948,32.522,87.667,75.396,73.167,96.681,40.135,51.814,11.347,4.266,96.264,16.054,76.089,85.227,65.251,26.644,4.872,11.759,22.037,29.011,64.354,68.433
58,75.147,11.819,45.291,21.247,80.737,29.319,88.599,88.353,53.754,75.351,62.369,8.372,69.532,63.426,84.599,66.035,48.445,21.773,25.357,74.003,46.548,56.576,94.636,30.168,52.552,23.955,48.068,29.71,41.423,9.242,92.144,64.38,59.271,84.262,79.426,89.436,95.886,13.348
495,60.795,0.595,55.532,73.745,51.091,46,90.501,24.367,81.007,44.242,18.932,96.044,89.263,74.168,40.105,59.75,79.96,7.723,83.164,36.038,98.562,93.626,2.566,89.404,33.483,53.777,85.566,84.961,75.359,56.091,65.941,96.005,89.834,6.695,38.295,48.003,43.566,55.443
600,21.218,88.475,86.353,15.454,33.238,40.863,99.167,36.845,46.743,74.946,87.006,89.982,21.389,91.871,78.333,32.239,4.909,41.304,99.837,31.835,99.588,93.808,92.005,83.96,42.641,87.519,8.367,94.375,37.275,79.118,39.17,44.074,36.432,73.811,78.532,39.223,71.722,13.687
444,26.98,72.542,61.835,44.427,58.286,99.575,11.381,6.04,68.448,65.151,94.687,94.353,76.152,8.022,47.485,42.231,45.03,56.495,65.343,8.351,62.074,13.109,78.014,4.548,66.257,13.618,73.908,18.092,7.947,41.443,76.55,5.648,72.271,26.48,20.48,82.004,63.431,48.906
641,88.82,29.524,18.744,97.476,82.973,7.001,7.849,51.629,48.399,68.873,85.894,37.173,35.929,8.696,66.461,45.788,14.268,88.25,0.845,48.14,28.832,5.912,50.297,80.524,46.707,71.745,52.557,13.935,96.111,10.518,44.742,99.79,42.562,93.828,33.872,73.921,50.857,35.168
950,43.829,71.429,83.444,47.062,77.724,5.889,1.822,17.437,25.956,84.347,62.419,96.385,54.626,38.347,97.389,38.401,83.891,50.07,19.466,45.901,34.47,93.27,78.507,47.289,43.835,19.849,37.362,81.911,24.421,67.906,37.378,45.141,22.791,92.997,6.211,87.172,6.844,8.183
487,34.81,93.458,86.675,14.128,27.308,21.058,16.326,72.1,54.203,55.786,53.261,20.321,0.52,11.974,65.753,91.738,65.555,19.891,72.152,53.646,82.887,50.321,83.03,51.466,94.274,1.927,83.513,48.307,74.403,95.387,48.128,94.182,81.508,0.385,8.522,81.475,27.401,54.319
375,81.764,69.466,49.317,77.11,62.835,5.332,37.918,37.278,8.974,64.007,18.682,20.286,88.565,45.128,90.362,1.708,71.879,20.046,65.982,82.714,9.992,37.689,2.871,11.465,90.509,52.148,5.757,55.056,60.536,80.226,67.826,49.86,99.162,54.194,11.895,69.205,11.784,58.101
532,31.203,68.065,53.3,20.073,66.404,73.558,25.023,77.369,66.957,81.049,35.977,26.997,46.139,47.795,37.207,81.696,36.754,79.1,47.932,41.362,11.267,68.717,47.687,9.333,52.174,30.402,75.942,16.241,94.816,43.177,68.479,20.151,9.877,84.976,12.2,98.238,88.064,51.182
590,87.449,75.062,14.661,68.394,98.637,94.422,47.688,85.495,62.692,88.571,77.429,17.571,78.089,14.905,91.915,8.481,78.809,99.754,79.427,95.016,19.218,27.746,20.364,86.731,99.998,39.679,47.079,41.674,45.803,60.145,56.205,0.995,35.904,46.096,16.12,5.771,10.878,34.852
524,54.039,38.208,80.118,72.453,71.934,98.157,20.898,26.516,77.895,2.532,8.487,75.268,93.328,5.243,1.293,95.057,6.17,62.964,6.149,23.14,17.951,88.214,84.917,79.721,94.146,45.847,21.569,87.893,3.257,17.067,3.087,36.46,70.39,32.696,19.304,87.853,49.587,80.222
193,51.723,56.193,18.593,19.735,39.676,32.832,12.262,53.836,6.367,14.674,28.996,78.491,95.812,67.519,44.34,69.419,1.14,40.348,7.745,66.473,10.112,50.294,55.882,74.177,98.748,41.416,21.42,82.925,7.417,73.636,19.303,64.216,78.78,58.486,85.038,82.927,78.042,58.082
387,19.51,43.193,36.172,45.694,67.848,81.513,50.135,57.46,65.101,94.444,78.308,99.263,68.758,73.843,49.536,43.034,53.548,11.497,89.523,86.411,17.741,25.759,33.503,36.322,82.715,83.248,23.386,75.442,63.322,24.352,83.674,9.681,35.717,78.217,82.849,22.25,67.771,85.65
308,18.776,73.692,98.698,96.199,88.222,77.812,74.136,22.924,73.424,72.611,12.261,82.2,71.416,26.928,11.752,69.618,85.416,68.35,87.633,78.329,77.91,95.149,2.089,49.917,19.251,92.551,46.196,2.852,37.574,16.087,32.357,26.436,77.79,15.9,73.201,79.602,78.904,9.665
332,32.869,26.462,10.756,18.384,44.358,22.53,33.017,13.9,16.494,68.633,99.806,27.614,32.578,17.63,94.988,50.159,84.665,33.44,71.1,85.47,33.986,48.017,12.46,66.122,3.203,24.776,85.832,84.587,47.056,13.413,34.252,66.115,54.996,70.129,53.231,93.005,86.324,38.284
836,34.863,35.47,4.038,60.585,74.821,88.019,23.772,96.508,61.526,94.241,20.069,0.176,87.165,54.304,41.001,73.002,66.42,1.349,2.407,48.671,40.956,42.795,68.577,56.12,64.525,12.331,21.188,15.286,37.271,41.721,57.028,9.337,99.08,62.769,16.151,39.491,75.093,1.282
948,88.693,19.98,0.099,89.449,57.413,27.157,48.931,0.573,75.253,30.231,9.507,57.514,12.992,72.676,72.031,45.488,37.055,95.117,13.235,17.384,6.339,90.947,12.768,5.267,51.921,11.762,97.837,60.071,31.948,79.311,70.055,42.63,14.476,71.54,53.089,64.404,80.71,68.811
794,13.371,14.567,32,24.339,79.139,70.251,60.288,97.255,17.5,83.081,46.25,63.455,6.97,63.673,50.541,92.43,39.657,92.747,3.197,57.924,81.235,27.826,87.857,37.733,75.687,41.517,96.054,31.529,83.219,41.035,65.696,31.941,32.398,15.704,50.596,59.229,56.9,33.673
318,18.756,65.545,28.951,4.637,65.77,90.403,52.794,85.487,23.147,96.28,46.735,33.16,35.471,19.401,71.297,45.617,19.686,95.689,15.377,68.597,89.988,36.768,47.603,57.44,42.641,44.233,73.704,63.523,59.501,83.144,73.42,23.468,31.45,53.22,31.915,45.089,98.012,84.062
342,53.635,68.465,60.844,85.525,2.663,59.389,17.66,14.643,74.467,78.018,47.489,65.597,78.265,69.582,6.139,2.556,30.851,61.018,23.882,46.517,86.878,87.863,1.427,2.036,85.156,53.811,54.55,58.763,40.723,15.109,32.387,83.181,96.307,66.022,28.278,70.803,98.521,55.738
912,24.633,81.346,7.489,81.073,75.458,22.979,69.324,57.12,86.801,29.388,47.932,7.507,68.641,26.256,87.275,69.811,73.591,1.179,78.539,93.65,69.332,23.25,31.362,91.357,39.28,26.188,31.756,92.1,28.59,46.965,40.905,95.057,55.876,33.072,57.916,97.894,37.263,34.058
307,62.438,96.423,64.812,25.995,94.245,86.272,92.818,71.446,27.645,39.332,29.71,80.298,2.731,96.088,21.013,53.267,71.96,61.925,61.333,95.27,4.253,24.733,32.185,74.405,41.195,94.593,98.85,15.509,91.124,79.569,80.395,29.473,57.715,77.546,6.22,36.863,68.46,11.506
999,56.556,14.717,21.562,41.714,75.724,73.73,74.082,52.094,52.306,33.003,7.232,78.264,76.962,14.556,52.132,99.762,27.127,12.997,13.445,3.364,76.219,98.902,40.121,48.373,63.241,70.513,26.739,92.594,78.959,87.212,52.641,3.372,60.097,30.899,86.107,96.377,87.573,63.195
902,81.994,77.941,49.455,22.184,65.752,88.476,29.236,9.776,65.302,0.261,16.716,51.043,89.56,9.427,77.455,78.653,71.134,33.449,34.017,77.731,17.517,58.131,25.162,91.364,26.933,38.262,24.289,45.712,13.493,25.52,40.93,99.522,87.061,93.827,0.012,3.71,97.156,39.873
102,60.859,68.509,54.026,36.315,22.236,38.032,30.702,99.909,85.098,10.44,52.622,41.55,43.03,22.643,61.996,0.437,42.875,98.576,69.87,8.984,1.715,98.604,31.121,67.986,12.337,20.881,98.235,21.723,31.186,66.228,19.358,7.205,48.132,12.58,49.041,52.254,53.227,12.755
48,72.321,80.094,43.003,73.047,11.797,63.713,72.401,59.704,45.957,93.102,22.585,64.732,5.372,82.482,55.301,79.372,36.049,19.244,32.885,66.998,30.992,9.088,44.879,4.232,57.749,82.764,88.427,40.409,18.348,75.799,35.116,84.536,88.927,41.169,34.282,95.671,40.449,65.253
106,68.952,0.479,75.725,87.656,6.075,15.143,25.1,41.009,69.7,34.658,1.337,81.978,90.103,59.931,24.572,46.23,90.297,10.622,98.125,26.225,44.047,66.908,91.383,44.474,22.311,12.97,13.806,74.713,92.414,19.894,35.109,78.278,14.511,88.18,86.557,44.533,52.006,94.027
958,91.077,12.754,7.379,10.044,26.64,84.187,38.828,6.044,78.585,15.133,42.512,90.343,66.925,37.092,3.337,94.674,64.716,9.561,90.009,28.793,52.23,40.633,11.286,51.477,40.884,1.173,25.979,44.184,80.476,78.021,55.144,96.856,27.859,67.083,84.537,52.544,54.178,28.209
361,29.104,67.757,72.433,33.491,50.686,75.003,43.326,37.27,23.986,14.355,25.577,59.029,85.862,62.133,71.786,11.491,72.254,24.059,95.114,69.063,49.826,79.369,14.896,16.755,81.506,93.866,52.123,87.079,16.203,30.964,42.275,54.615,54.461,89.321,25.383,13.593,10.564,44.279
146,75.977,93.421,32.495,50.555,56.578,89.631,29.403,27.422,1.721,77.054,1.346,66.566,59.02,43.162,50.687,53.091,71.97,5.813,89.199,91.683,75.006,55.037,62.21,41.76,68.855,98.983,85.099,42.695,2.659,81.577,80.227,12.93,24.125,30.06,98.102,46.083,69.577,47.977
629,49.229,94.649,43.934,13.351,85.708,75.094,51.873,3.554,94.45,5.111,79.49,81.502,68.983,49.706,78.74,37.146,45.579,13.964,33.098,19.852,31.655,16.555,14.14,80.06,94.769,48.984,30.979,14.111,67.817,5.461,40.118,8.289,53.806,67.956,92.964,72.815,81.862,94.449
949,19.266,1.947,43.132,40.424,37.718,53.396,15.331,70.631,52.052,55.307,34.738,38.875,33.33,40.18,63.033,91.209,70.978,90.428,79.072,85.041,38.488,12.61,20.057,19.266,22.921,40.617,3.714,80.582,23.285,24.937,6.16,36.331,39.665,32.322,97.249,99.165,49.392,81.105
146,59.128,86.119,74.316,56.337,96.753,55.26,65.645,28.79,13.377,30.856,91.049,45.087,28.382,94.12,84.113,61.449,74.856,67.212,99.556,30.69,57.26,72.352,28.078,41.419,13.523,3.619,41.592,4.134,74.374,42.966,74.594,64.91,91.856,10.185,19.319,39.374,13.528,71.563
334,78.109,72.868,40.521,83.201,16.046,65.98,14.001,91.614,14.694,13.789,95.186,92.395,85.256,30.85,14.87,32.282,51.211,31.082,76.043,25.705,34.703,55.663,68.017,69.022,38.114,92.702,13.361,54.812,84.75,83.032,58.649,42.942,53.264,17.009,85.583,7.285,68.341,66.237
995,38.204,79.186,43.193,1.683,59.962,11.279,57.723,15.652,64.145,83.122,43.547,82.316,0.403,0.64,12.772,20.754,75.51,73.333,89.329,18.277,41.441,21.025,65.487,97.275,5.508,38.588,70.772,97.393,99.491,34.508,16.481,39.654,94.91,21.533,20.951,75.94,40.154,49.353
915,9.335,62.118,31.484,88.752,98.803,35.403,97.019,39.39,13.764,75.133,27.743,93.897,38.881,9.209,92.5,46.515,42.845,78.814,26.309,28.45,33.058,62.715,50.456,33.457,5.191,41.399,94.579,97.512,16.389,78.105,56.885,95.216,82.15,81.582,81.625,58.197,6.428,34.982
511,2.134,23.468,49.354,88.821,34.422,53.827,27.25,25.368,86.814,48.115,90.668,4.278,65.209,8.512,97.217,80.083,6.616,15.865,87.455,9.314,0.2,1.1,98.008,32.453,85.61,35.003,98.614,60.193,11.641,73.603,59.866,19.305,89.126,39.821,38.863,35.478,23.624,69.204
120,43.434,19.387,90.879,12.357,93.218,47.76,63.912,23.944,19.272,91.752,5.498,67.571,31.677,5.315,94.601,56.682,47.368,91.632,36.169,15.809,2.751,87.612,40.888,60.076,6.771,25.215,49.976,64.052,60.586,16.485,0.534,34.897,79.526,90.377,58.312,26.229,14.018,46.62
3,88.354,96.847,15.419,59.606,64.814,51.195,70.314,36.66,80.804,75.996,4.022,7.738,14.65,86.448,8.701,21.023,85.099,49.156,76.504,0.405,72.7,44.48,85.702,13.002,88.227,34.926,44.634,77.481,13.539,81.686,86.573,34.452,47.664,74.006,64.922,81.304,88.657,10.619
232,58.246,20.297,24.054,65.183,57.793,23.155,55.163,38.631,14.422,82.816,77.375,13.912,40.397,7.815,32.577,50.139,34.556,66.06,49.212,0.733,64.186,88.868,68.676,86.92,58.48,29.882,98.328,19.017,27.273,73.965,36.547,70.107,55.155,99.159,57.483,80.593,89.217,61.324
171,88.085,29.222,85.143,90.882,49.122,50.202,58.03,20.277,2.787,3.968,17.207,38.788,78.541,45.613,19.895,55.504,27.884,31.277,89.727,56.291,69.001,97.302,59.613,98.203,25.038,0.056,49.983,93.792,61.894,87.527,73.546,90.227,43.618,36.808,30.656,67.284,92.33,95.45
964,40.453,50.717,4.789,80.782,50.482,58.955,78.526,85.65,16.372,33.781,40.569,29.754,20.582,28.899,74.144,97.737,25.529,47.768,97.601,7.643,10.227,25.544,95.595,14.578,99.806,14.622,93.804,57.884,49.016,14.432,31.135,7.179,97.532,87.573,94.697,5.64,97.859,1.161
596,30.123,53.143,10.965,25.435,93.205,29.98,93.238,3.649,44.743,81.723,83.873,39.585,84.823,83.772,82.244,84.026,25.296,62.404,45.451,10.865,66.5,25.866,51.332,19.994,79.054,85.432,54.82,67.593,39.14,79.523,74.602,41.162,86.028,47.379,29.643,32.917,69.704,77.513
757,54.313,40.779,32.768,85.124,87.681,84.797,22.445,78.071,14.023,69.606,45.62,62.049,21.145,94.208,18.636,97.978,55.556,27.257,43.398,69.169,18.652,86.219,62.153,24.312,44.66,10.09,96.874,35.012,56.182,18.752,90.545,15.44,29.045,5.57,11.44,65.143,54.162,52.573
44,16.076,97.558,91.123,67.909,12.527,46.869,11.447,6.703,57.563,42.543,60.723,2.524,7.049,96.521,13.193,50.038,26.143,30.459,67.506,50.549,68.884,20.551,13.96,37.566,8.951,59.505,54.414,4.371,15.534,80.131,26.467,21.779,92.848,15.897,19.934,32.687,20.396,57.818
